Board_Action_Indicator,Business_Name,County,County_Description,Email,Expire_Date,License_Active_Status_Description,License_Number,License_Status_Description,Mailing_Address_Area_Code,Mailing_Address_City,Mailing_Address_Line1,Mailing_Address_Phone_Extension,Mailing_Address_Phone_Number,Mailing_Address_State,Mailing_Address_ZIPcode,Mailing_Address_line2,Original_Date,Practice_Location_Address_City,Practice_Location_Address_Line1,Practice_Location_Address_State,Practice_Location_Address_ZIPcode,Practice_Location_Address_line2,Prescribe_Ind,Profession_Name,Rank_Code,Status_Effective_Date,address,address_administrative_area_level_1,address_administrative_area_level_2,address_country,address_formatted_address,address_lat,address_locality,address_lon,address_msg,address_neighborhood,address_postal_code,address_postal_code_suffix,address_route,address_street_number,address_subpremise,id,norm_id,index,lic_id,labels,correct_labels
N,HONG KONG MASSAGE LLC,46,LEE,hongkongmassage15200@aol.com,8/31/17,,33053,Null & Void,,FORT MYERS,15200 S TAMIAMI TRAIL,,,FL,33908,15200 S TAMIAMI TRAIL SUITE 10,11/6/14,FORT MYERS,15200 S TAMIAMI TRAIL,FL,33908,15200 S TAMIAMI TRAIL SUITE 105,N,Massage Establishment,MM,3/15/18,"15200 S TAMIAMI TRAIL, FORT MYERS, FL 33908",Florida,Lee County,United States,"15200 S Tamiami Trail, Fort Myers, FL 33908, USA",26.5213769,Fort Myers,-81.8705391,OK,,33908,,South Tamiami Trail,15200,,26.52138:-81.87054,26.52138:-81.87054#,massage,33339,1,0.870967742
N,YING SPA INC,60,PALM BEACH,youngmeicpa@gmail.com,8/31/19,,35266,CLEAR,,GREENACRES,2176 JOG RD,,,FL,33415,,6/1/16,GREENACRES,2176 JOG RD,FL,33415,,N,Massage Establishment,MM,6/1/16,"2176 JOG RD, GREENACRES, FL 33415",Florida,Palm Beach County,United States,"2176 Jog Rd, Greenacres, FL 33415, USA",26.6458629,Greenacres,-80.144701,OK,,33415,,Jog Road,2176,,26.64586:-80.14470,26.64586:-80.14470#,massage,35719,1,0.875
N,BEST MANDARIN MASSAGE LLC,16,BROWARD,,8/31/19,,28978,CLEAR,954,DEERFIELD BEACH,3258 W HILLSBORO BLVD,,531-1635,FL,33442,,3/30/12,DEERFIELD BEACH,3258 W HILLSBORO BLVD,FL,33442,,N,Massage Establishment,MM,3/30/12,"3258 W HILLSBORO BLVD, DEERFIELD BEACH, FL 33442",Florida,Broward County,United States,"3258 W Hillsboro Blvd, Deerfield Beach, FL 33442, USA",26.3174767,Deerfield Beach,-80.1478628,OK,,33442,9401,West Hillsboro Boulevard,3258,,26.31748:-80.14786,26.31748:-80.14786#,massage,28715,1,0.875
N,Qi Linn Inc,39,HILLSBOROUGH,emeraldspatampa@hotmail.com,8/31/19,,35548,CLEAR,,TAMPA,17018 palm pointe dr.,,,FL,33647,,8/15/16,TAMPA,17018 palm pointe dr.,FL,33617,,N,Massage Establishment,MM,8/15/16,"17018 palm pointe dr., TAMPA, FL 33617",Florida,Hillsborough County,United States,"17018 Palm Pointe Dr, Tampa, FL 33647, USA",28.1183792,Tampa,-82.3817456,OK,Tampa Palms,33647,,Palm Pointe Drive,17018,,28.11838:-82.38175,28.11838:-82.38175#,massage,36015,1,0.87804878
N,COCO'S SPRING MASSAGE INC,39,HILLSBOROUGH,cocosspringmassage@gmail.com,8/31/19,,35702,CLEAR,813,TAMPA,11617 SHELDON ROAD,,920-9888,FL,33626,,9/21/16,TAMPA,11617 SHELDON ROAD,FL,33626,,N,Massage Establishment,MM,9/21/16,"11617 SHELDON ROAD, TAMPA, FL 33626",Florida,Hillsborough County,United States,"11617 Sheldon Rd, Tampa, FL 33626, USA",28.0542322,Tampa,-82.5819216,OK,Citrus Park Community,33626,4306,Sheldon Road,11617,,28.05423:-82.58192,28.05423:-82.58192#,massage,36251,1,0.882352941
N,"BAMBOO ASIAN, INC.",23,MIAMI-DADE,eliet001@yahoo.com,8/31/17,,32143,Null & Void,786,MIAMI,11242 SW 137TH AVENUE,,803-8134,FL,33186,,3/3/14,MIAMI,11242 SW 137 AVENUE,FL,33186,,N,Massage Establishment,MM,3/15/18,"11242 SW 137 AVENUE, MIAMI, FL 33186",Florida,Miami-Dade County,United States,"11242 SW 137th Ave, Miami, FL 33186, USA",25.6629243,Miami,-80.4171884,OK,,33186,,Southwest 137th Avenue,11242,,25.66292:-80.41719,25.66292:-80.41719#,massage,31882,1,0.884615385
N,MIKCO SPA INC.,16,BROWARD,mikcospainc@ivy-cpa.com,8/31/19,,36690,CLEAR,786,HOLLYWOOD,2125 Hollywood Blvd,,227-6928,FL,33020,,6/7/17,HOLLYWOOD,2125 Hollywood Blvd,FL,33020,,N,Massage Establishment,MM,6/7/17,"2125 Hollywood Blvd, HOLLYWOOD, FL 33020",Florida,Broward County,United States,"2125 Hollywood Blvd, Hollywood, FL 33020, USA",26.0115754,Hollywood,-80.1502941,OK,North Central,33020,,Hollywood Boulevard,2125,,26.01158:-80.15029,26.01158:-80.15029#,massage,37576,1,0.888888889
N,LULU MASSAGE,23,MIAMI-DADE,williewalker530@gmail.com,8/31/17,,29948,VOL-RELINQ,786,MIAMI BEACH,7441 COLLINS AVENUE,,574-0663,FL,33141,,10/25/12,MIAMI BEACH,7441 COLLINS AVENUE,FL,33141,,N,Massage Establishment,MM,8/24/17,"7441 COLLINS AVENUE, MIAMI BEACH, FL 33141",Florida,Miami-Dade County,United States,"7441 Collins Ave, Miami Beach, FL 33141, USA",25.8603708,Miami Beach,-80.120711,OK,North Beach,33141,2713,Collins Avenue,7441,,25.86037:-80.12071,25.86037:-80.12071#,massage,29271,1,0.888888889
N,AMAZING ORIENTAL MASSAGE,16,BROWARD,shirleyxu28@hotmail.com,8/31/21,,22883,CLEAR,954,DAVIE,2615 S UNIVERSITY DR,,533-3335,FL,33328,,4/3/09,DAVIE,2615 S UNIVERSITY DR,FL,33328,,N,Massage Establishment,MM,4/3/09,"2615 S UNIVERSITY DR, DAVIE, FL 33328",Florida,Broward County,United States,"2615 S University Dr, Davie, FL 33328, USA",26.0884093,Davie,-80.2518233,OK,,33328,1410,South University Drive,2615,,26.08841:-80.25182,26.08841:-80.25182#,massage,22335,1,0.890909091
N,THE TRIM & FIT CORP,23,MIAMI-DADE,julieamy954@yahoo.com,8/31/19,,37139,CLEAR,305,DORAL,7930 NW 36 STREET STE 17,,471-0808,FL,33166,,10/5/17,DORAL,7930 NW 36 STREET STE 17,FL,33166,,N,Massage Establishment,MM,10/5/17,"7930 NW 36 STREET STE 17, DORAL, FL 33166",Florida,Miami-Dade County,United States,"7930 NW 36th St #17, Doral, FL 33166, USA",25.8080721,Doral,-80.3265827,OK,,33166,,Northwest 36th Street,7930,17,25.80807:-80.32658,25.80807:-80.32658#17,massage,38461,1,0.891891892
N,ICHIBAN PLUS INC,62,PINELLAS,phillipj56@gmail.com,8/31/19,,35676,CLEAR,727,PALM HARBOR,36310 US HIGHWAY 19 N,,709-1601,FL,34684,,9/15/16,PALM HARBOR,36310 US HIGHWAY 19 N,FL,34684,,N,Massage Establishment,MM,9/15/16,"36310 US HIGHWAY 19 N, PALM HARBOR, FL 34684",Florida,Pinellas County,United States,"36310 US Hwy 19 N, Palm Harbor, FL 34683, USA",28.103332,Palm Harbor,-82.7402903,OK,,34683,,US Highway 19 North,36310,,28.10333:-82.74029,28.10333:-82.74029#,massage,36272,1,0.9
N,Lucky Massage 2350 LLC,23,MIAMI-DADE,luckymassage2350llc@ivy-cpa.com,8/31/19,,38193,CLEAR,786,HIALEAH,2350 W 84th St,,227-6928,FL,33016,,6/19/18,HIALEAH,2350 W 84th St,FL,33016,,N,Massage Establishment,MM,6/19/18,"2350 W 84th St, HIALEAH, FL 33016",Florida,Miami-Dade County,United States,"2350 W 84th St, Hialeah, FL 33016, USA",25.8970881,Hialeah,-80.3317117,OK,,33016,,West 84th Street,2350,,25.89709:-80.33171,25.89709:-80.33171#,massage,39939,1,0.902439024
N,GREEN SPA,53,MARTIN,hanqiu8888@hotmail.com,8/31/19,,29614,CLEAR,813,STUART,1928 SE FEDERAL HWY,,600-9866,FL,34994,,8/15/12,STUART,1928 S FEDERAL HWY,FL,34994,,N,Massage Establishment,MM,8/15/12,"1928 S FEDERAL HWY, STUART, FL 34994",Florida,Martin County,United States,"1928 SE Federal Hwy, Stuart, FL 34994, USA",27.1810838,Stuart,-80.240681,OK,,34994,3916,Southeast Federal Highway,1928,,27.18108:-80.24068,27.18108:-80.24068#,massage,29458,1,0.90625
N,OCEAN MASSAGE THERAPY LLC,60,PALM BEACH,seon2528700@gmail.com,8/31/17,,30468,Null & Void,561,LANTANA,812 W LANTANA RD,,533-5526,FL,33462,,2/22/13,LANTANA,812 W LANTANA RD,FL,33462,,N,Massage Establishment,MM,3/15/18,"812 W LANTANA RD, LANTANA, FL 33462",Florida,Palm Beach County,United States,"812 W Lantana Rd, Lantana, FL 33462, USA",26.5867691,Lantana,-80.0592332,OK,Ocean Walk,33462,1509,West Lantana Road,812,,26.58677:-80.05923,26.58677:-80.05923#,massage,30386,1,0.916666667
N,"GABY MARKETING & FREELANCE SERVICES, INC.",60,PALM BEACH,,8/31/07,,14491,Null & Void,,PALM SPRINGS,3497 S. CONGRESS AVE,,,FL,33461,,1/20/04,PALM SPRINGS,3497 S. CONGRESS AVE.,FL,33461,,N,Massage Establishment,MM,3/3/08,"3497 S. CONGRESS AVE., PALM SPRINGS, FL 33461",Florida,Palm Beach County,United States,"3497 S Congress Ave, Palm Springs, FL 33461, USA",26.6252291,Palm Springs,-80.0893086,OK,,33461,,South Congress Avenue,3497,,26.62523:-80.08931,26.62523:-80.08931#,massage,13033,1,0.918918919
N,MING TAU ENTERPRISES LLC,15,BREVARD,mingtaullc@juno.com,8/31/19,,33738,CLEAR,267,PALM BAY,1400 WOODLAKE DR NE,,449-9247,FL,32905,APT 202,5/5/15,PORT ST. LUCIE,10651 S. FEDERAL HWY,FL,34952,,N,Massage Establishment,MM,5/5/15,"10651 S. FEDERAL HWY, PORT ST. LUCIE, FL 34952",Florida,St. Lucie County,United States,"10651 S Federal Hwy, Port St. Lucie, FL 34952, USA",27.2702256,Port St. Lucie,-80.2886129,OK,,34952,,South Federal Highway,10651,,27.27023:-80.28861,27.27023:-80.28861#,massage,34045,1,0.921052632
N,"1400 ZHAO PROPERTIES, INC",16,BROWARD,woodymclane@yahoo.com,8/31/19,,37748,CLEAR,954,FORT LAUDERDALE,2459 E. COMMERCIAL BLVD,,765-6928,FL,33308,,3/1/18,FORT LAUDERDALE,2459 E. COMMERCIAL BLVD,FL,33308,,N,Massage Establishment,MM,3/1/18,"2459 E. COMMERCIAL BLVD, FORT LAUDERDALE, FL 33308",Florida,Broward County,United States,"2459 E Commercial Blvd, Fort Lauderdale, FL 33308, USA",26.1900523,Fort Lauderdale,-80.1125643,OK,North Fort Lauderdale,33308,,East Commercial Boulevard,2459,,26.19005:-80.11256,26.19005:-80.11256#,massage,39117,1,0.923076923
N,HEALTHY DAILY SPA & MASSAGE INC,58,ORANGE,lishasha13@hotmail.com,8/31/19,,35251,CLEAR,,ORLANDO,4554 S KIRKMAN RD,,,FL,32811,,5/24/16,ORLANDO,4554 S KIRKMAN RD,FL,32811,,N,Massage Establishment,MM,5/24/16,"4554 S KIRKMAN RD, ORLANDO, FL 32811",Florida,Orange County,United States,"4554 S Kirkman Rd, Orlando, FL 32811, USA",28.4963611,Orlando,-81.4605227,OK,Southwest Orlando,32811,,South Kirkman Road,4554,,28.49636:-81.46052,28.49636:-81.46052#,massage,35741,1,0.923076923
N,"J-LONGWOOD, LLC",69,SEMINOLE,,8/31/19,,31454,CLEAR,407,LONGWOOD,1885 S. HWY 17-92,,699-4400,FL,32750,,9/23/13,LONGWOOD,1885 S. HWY 17-92,FL,32750,,N,Massage Establishment,MM,9/23/13,"1885 S. HWY 17-92, LONGWOOD, FL 32750",Florida,Seminole County,United States,"1885 S US Hwy 17 92, Casselberry, FL 32707, USA",28.686188,Casselberry,-81.3311725,OK,,32707,,South US Highway 17 92,1885,,28.68619:-81.33117,28.68619:-81.33117#,massage,31489,1,0.925925926
N,KG668 INC,21,COLLIER,youngmeicpa@gmail.com,8/31/19,,33129,CLEAR,561,NAPLES,975 CREECH RD,,283-1258,FL,34103,,12/4/14,NAPLES,975 CREECH RD,FL,34103,,N,Massage Establishment,MM,12/4/14,"975 CREECH RD, NAPLES, FL 34103",Florida,Collier County,United States,"975 Creech Rd, Naples, FL 34103, USA",26.1823479,Naples,-81.7989281,OK,Central Naples,34103,,Creech Road,975,,26.18235:-81.79893,26.18235:-81.79893#,massage,33249,1,0.928571429
N,M AND M PRODUCTION LLC,23,MIAMI-DADE,youngmeicpa@gmail.com,8/31/19,,33318,CLEAR,,CORAL GABLES,800 CAPRI ST APT 202,,,FL,33134,,1/30/15,MIAMI,1001 IVES DAIRY RD #204,FL,33179,,N,Massage Establishment,MM,1/30/15,"1001 IVES DAIRY RD #204, MIAMI, FL 33179",Florida,Miami-Dade County,United States,"1001 Ives Dairy Rd #204, Miami, FL 33179, USA",25.965387,Miami,-80.181723,OK,,33179,2501,Ives Dairy Road,1001,204,25.96539:-80.18172,25.96539:-80.18172#204,massage,33413,1,0.931034483
N,OCEAN DAY SPA AND MASSAGE LLC,58,ORANGE,yvonneyancpa@gmail.com,8/31/19,,34648,CLEAR,407,ORLANDO,2423 SOUTH HIAWASSEE ROAD,,250-485,FL,32835,,12/17/15,ORLANDO,2423 SOUTH HIAWASSEE ROAD,FL,32835,,N,Massage Establishment,MM,12/17/15,"2423 SOUTH HIAWASSEE ROAD, ORLANDO, FL 32835",Florida,Orange County,United States,"2423 S Hiawassee Rd, Orlando, FL 32835, USA",28.5156644,Orlando,-81.4830031,OK,Southwest Orlando,32835,,South Hiawassee Road,2423,,28.51566:-81.48300,28.51566:-81.48300#,massage,35103,1,0.931818182
N,Xiang Mei Spa Inc,16,BROWARD,youngmeicpa@gmail.com,8/31/19,,37695,CLEAR,561,SUNRISE,8642 NW 44th St,,699-7886,FL,33351,,2/15/18,SUNRISE,8642 NW 44th St,FL,33351,,N,Massage Establishment,MM,2/15/18,"8642 NW 44th St, SUNRISE, FL 33351",Florida,Broward County,United States,"8642 NW 44th St, Lauderhill, FL 33351, USA",26.17847,Lauderhill,-80.2658384,OK,,33351,6006,Northwest 44th Street,8642,,26.17847:-80.26584,26.17847:-80.26584#,massage,39327,1,0.933333333
N,SIERN SPA AND FACIAL LLC,16,BROWARD,siernspa@yahoo.com,8/31/21,,32975,CLEAR,561,DEERFIELD BEACH,51 NE 2ND AVENUE,,404-3496,FL,33441,,10/17/14,DEERFIELD BEACH,51 NE 2ND AVENUE,FL,33441,,N,Massage Establishment,MM,10/17/14,"51 NE 2ND AVENUE, DEERFIELD BEACH, FL 33441",Florida,Broward County,United States,"51 NE 2nd Ave, Deerfield Beach, FL 33441, USA",26.3193831,Deerfield Beach,-80.1001095,OK,,33441,,Northeast 2nd Avenue,51,,26.31938:-80.10011,26.31938:-80.10011#,massage,32795,1,0.941176471
N,CLARKE MEDICAL SERVICES INC,23,MIAMI-DADE,giganteanita14@yahoo.com,8/31/11,,20617,Null & Void,305,MIAMI,10344 W FLAGLER ST,,227-3892,FL,33174,,11/19/07,MIAMI,10344 W FLAGLER ST,FL,33174,,N,Massage Establishment,MM,3/15/12,"10344 W FLAGLER ST, MIAMI, FL 33174",Florida,Miami-Dade County,United States,"10344 W Flagler St, Miami, FL 33174, USA",25.7685632,Miami,-80.3634513,OK,,33174,,West Flagler Street,10344,,25.76856:-80.36345,25.76856:-80.36345#,massage,19886,1,0.941176471
N,RELAX WITH US INC,60,PALM BEACH,,8/31/11,,8667,Null & Void,561,WEST PALM BEACH,8886 AVOCADO BLVD,,833-1901,FL,33412,,7/16/98,WEST PALM BEACH,3222 SOUTH DIXIE HWY,FL,33405,SUITE C,N,Massage Establishment,MM,3/15/12,"3222 SOUTH DIXIE HWY, WEST PALM BEACH, FL 33405",Florida,Palm Beach County,United States,"3222 S Dixie Hwy, West Palm Beach, FL 33405, USA",26.6830745,West Palm Beach,-80.0543218,OK,Southland Park,33405,1551,South Dixie Highway,3222,,26.68307:-80.05432,26.68307:-80.05432#,massage,4639,1,0.941176471
N,JIN'S THERAPEUTIC MASSAGE,61,PASCO,,8/31/11,,23354,Null & Void,727,NEW PORT RICHEY,8121 STATE ROAD 54,,836-9797,FL,34655,"UNIT 2, BLDG 2",7/14/09,NEW PORT RICHEY,8121 STATE ROAD 54,FL,34655,"UNIT 2, BLDG 2",N,Massage Establishment,MM,3/15/12,"8121 STATE ROAD 54, NEW PORT RICHEY, FL 34655",Florida,Pasco County,United States,"8121 FL-54, New Port Richey, FL 34655, USA",28.2084613,New Port Richey,-82.6780883,OK,,34655,3000,Florida 54,8121,,28.20846:-82.67809,28.20846:-82.67809#,massage,22864,1,0.941176471
N,SIRENA SPA AND SKINCARE,60,PALM BEACH,yamilegranda664@yahoo.com.ar,8/31/17,,30373,Null & Void,,WEST PALM BEEACH,122 N MILITARY TR SUIT F,,,FL,33415,,1/31/13,WEST PALM BEACH,122 N MILITARY TR SUIT F,FL,33415,,N,Massage Establishment,MM,3/15/18,"122 N MILITARY TR SUIT F, WEST PALM BEACH, FL 33415",Florida,Palm Beach County,United States,"122 N Military Trl SUIT F, West Palm Beach, FL 33415, USA",26.6792569,West Palm Beach,-80.111608,OK,,33415,,North Military Trail,122,F,26.67926:-80.11161,26.67926:-80.11161#F,massage,30344,1,0.941176471
N,"U EAST SPA, LLC",74,VOLUSIA,yvonneyancpa@gmail.com,8/31/17,,34092,Null & Void,718,ORMOND BEACH,170 S YONGE ST,,666-5777,FL,32174,,8/27/15,ORMOND BEACH,170 S YONGE ST,FL,32174,,N,Massage Establishment,MM,3/15/18,"170 S YONGE ST, ORMOND BEACH, FL 32174",Florida,Volusia County,United States,"170 S Yonge St, Ormond Beach, FL 32174, USA",29.2787468,Ormond Beach,-81.0601891,OK,Sweetser Ormond,32174,6286,South Yonge Street,170,,29.27875:-81.06019,29.27875:-81.06019#,massage,34459,1,0.944444444
N,M&B SPA LLC,62,PINELLAS,jinchencpapa@gmail.com,8/31/19,,34341,CLEAR,,LARGO,11569 SEMINOLE BLVD,,,FL,33778,,10/22/15,LARGO,11569 SEMINOLE BLVD,FL,33778,,N,Massage Establishment,MM,10/22/15,"11569 SEMINOLE BLVD, LARGO, FL 33778",Florida,Pinellas County,United States,"11569 Seminole Blvd, Largo, FL 33778, USA",27.8776592,Largo,-82.7868076,OK,Orange Lake Village,33778,3205,Seminole Boulevard,11569,,27.87766:-82.78681,27.87766:-82.78681#,massage,34630,1,0.947368421
N,"J. C. Accupressure Massage, LLC",59,OSCEOLA,minghunabao@hotmail.com,8/31/21,,36186,CLEAR,407,KISSIMMEE,1004 E. Osceola Parkway,,847-8800,FL,34744,,1/23/17,KISSIMMEE,1004 E. Osceola Parkway,FL,34744,,N,Massage Establishment,MM,1/23/17,"1004 E. Osceola Parkway, KISSIMMEE, FL 34744",Florida,Osceola County,United States,"1004 E Osceola Pkwy, Kissimmee, FL 34744, USA",28.339102,Kissimmee,-81.394474,OK,,34744,,East Osceola Parkway,1004,,28.33910:-81.39447,28.33910:-81.39447#,massage,36870,1,0.948717949
N,VIP WANLI INC,66,ST.LUCIE,wanlizhu99@gmail.com,8/31/19,,34056,CLEAR,786,PORT SAINT LUCIE,10548 S FEDERAL HWY,,395-4858,FL,34952,,8/19/15,PORT SAINT LUCIE,10548 S FEDERAL HWY,FL,34952,,N,Massage Establishment,MM,8/19/15,"10548 S FEDERAL HWY, PORT SAINT LUCIE, FL 34952",Florida,St. Lucie County,United States,"10548 S Federal Hwy, Port St. Lucie, FL 34952, USA",27.2726339,Port St. Lucie,-80.2884538,OK,,34952,,South Federal Highway,10548,,27.27263:-80.28845,27.27263:-80.28845#,massage,34135,1,0.954545455
N,TONY'S ORIENTAL MASSAGE,27,ESCAMBIA,tony.fuji@yahoo.com,8/31/21,,30755,CLEAR,850,PENSACOLA,1130 OLD NURSERY WAY,,207-4510,FL,32514,,5/1/13,PENSACOLA,1530 E OLIVE RD,FL,32514,,N,Massage Establishment,MM,5/1/13,"1530 E OLIVE RD, PENSACOLA, FL 32514",Florida,Escambia County,United States,"1530 E Olive Rd, Pensacola, FL 32514, USA",30.5109875,Pensacola,-87.227639,OK,North Central Pensacola,32514,4824,East Olive Road,1530,,30.51099:-87.22764,30.51099:-87.22764#,massage,30506,1,0.954545455
N,ALLURE MASSAGE INC.,16,BROWARD,allure4massage@aol.com,8/31/19,,28176,CLEAR,954,MARGATE,5410 west atlantic blvd.,,972-7770,FL,33063,,11/10/11,MARGATE,5410 WEST ATLANTIC BLVD.,FL,33063,,N,Massage Establishment,MM,9/28/15,"5410 WEST ATLANTIC BLVD., MARGATE, FL 33063",Florida,Broward County,United States,"5410 W Atlantic Blvd, Margate, FL 33063, USA",26.2349939,Margate,-80.2000623,OK,,33063,,West Atlantic Boulevard,5410,,26.23499:-80.20006,26.23499:-80.20006#,massage,27933,1,0.956521739
N,BEST SERVICE OF ASIAN INC,23,MIAMI-DADE,anniejin8822@hotmail.com,8/31/21,,27005,CLEAR,,MIAMI,278 NW 42 AVE,,,FL,33126,,5/20/11,MIAMI,278 NW 42 AVE,FL,33126,,N,Massage Establishment,MM,5/20/11,"278 NW 42 AVE, MIAMI, FL 33126",Florida,Miami-Dade County,United States,"278 NW 42nd Ave, Miami, FL 33126, USA",25.77471,Miami,-80.2641474,OK,Flagami,33126,5452,Northwest 42nd Avenue,278,,25.77471:-80.26415,25.77471:-80.26415#,massage,26555,1,0.964285714
N,"SPRING MASSAGE AND SPA, LLC",16,BROWARD,aiyu676ok@163.com,8/31/19,,32942,CLEAR,,DANIA BEACH,3410 GRIFFIN ROAD,,,FL,33312,,10/13/14,DANIA BEACH,3410 GRIFFIN ROAD,FL,33312,,N,Massage Establishment,MM,10/13/14,"3410 GRIFFIN ROAD, DANIA BEACH, FL 33312",Florida,Broward County,United States,"3410 Griffin Rd, Fort Lauderdale, FL 33312, USA",26.0620921,Fort Lauderdale,-80.1898854,OK,,33312,5564,Griffin Road,3410,,26.06209:-80.18989,26.06209:-80.18989#,massage,33163,1,0.964285714
N,"JAPANESE SPA, INC",39,HILLSBOROUGH,sukhui@mail.com,8/31/19,,12919,CLEAR,813,TAMPA,4514 W. McElroy Ave.,,326-6685,FL,33611,,6/20/03,TAMPA,4001 W. KENNEDY BLVD.,FL,33609,,N,Massage Establishment,MM,9/10/13,"4001 W. KENNEDY BLVD., TAMPA, FL 33609",Florida,Hillsborough County,United States,"4001 W Kennedy Blvd, Tampa, FL 33609, USA",27.9451628,Tampa,-82.5100087,OK,North Bon Air,33609,2723,West Kennedy Boulevard,4001,,27.94516:-82.51001,27.94516:-82.51001#,massage,11469,1,0.965517241
N,OXYGEN SPA TAMPA,39,HILLSBOROUGH,oxygenspatampa@gmail.com,8/31/21,,29742,CLEAR,,TAMPA,3430 W KENNEDY BLVD,,,FL,33609,,9/7/12,TAMPA,3430 W KENNEDY BLVD,FL,33609,,N,Massage Establishment,MM,9/7/12,"3430 W KENNEDY BLVD, TAMPA, FL 33609",Florida,Hillsborough County,United States,"3430 W Kennedy Blvd, Tampa, FL 33609, USA",27.9445659,Tampa,-82.5005914,OK,Gray Gables,33609,2906,West Kennedy Boulevard,3430,,27.94457:-82.50059,27.94457:-82.50059#,massage,29687,1,0.966666667
N,ASIAN LUXURY MASSAGE,58,ORANGE,,8/31/19,,28444,CLEAR,626,ORLANDO,6203- A2 WEST SAND LAKE RD,,679-2841,FL,32819,,12/22/11,ORLANDO,6203- A2 WEST SAND LAKE RD,FL,32819,,N,Massage Establishment,MM,12/22/11,"6203- A2 WEST SAND LAKE RD, ORLANDO, FL 32819",Florida,Orange County,United States,"6203 W Sand Lake Rd, Orlando, FL 32819, USA",28.4508458,Orlando,-81.4662856,OK,Southwest Orlando,32819,,West Sand Lake Road,6203,,28.45085:-81.46629,28.45085:-81.46629#,massage,27720,1,0.966666667
N,Happy Spa Inc,60,PALM BEACH,youngmeicpa@gmail.com,8/31/19,,36446,CLEAR,561,WEST PALM BEACH,768 S Congress Ave,,699-7886,FL,33406,,4/4/17,WEST PALM BEACH,768 S Congress Ave,FL,33406,,N,Massage Establishment,MM,4/4/17,"768 S Congress Ave, WEST PALM BEACH, FL 33406",Florida,Palm Beach County,United States,"768 S Congress Ave, West Palm Beach, FL 33406, USA",26.6655815,West Palm Beach,-80.0876586,OK,,33406,4126,South Congress Avenue,768,,26.66558:-80.08766,26.66558:-80.08766#,massage,37161,1,0.967741935
N,ORIENTAL PEARL HEALTH CENTER LLC,23,MIAMI-DADE,wangjianfang01@yahoo.com,8/31/15,,32829,Null & Void,,MIAMI,801 NW 37TH AVE,,,FL,33125,,9/3/14,MIAMI,801 NW 37AVE STE201,FL,33125,,N,Massage Establishment,MM,4/4/16,"801 NW 37AVE STE201, MIAMI, FL 33125",Florida,Miami-Dade County,United States,"801 NW 37th Ave #201, Miami, FL 33125, USA",25.7800432,Miami,-80.2550012,OK,Little Havana,33125,,Northwest 37th Avenue,801,201,25.78004:-80.25500,25.78004:-80.25500#201,massage,32892,1,0.967741935
N,EVERYDAY SPA LLC,16,BROWARD,everydayspas@gmail.com,8/31/19,,35417,CLEAR,,DEERFIELD BEACH,33 SOUTH FEDERAL HWY,,,FL,33441,,7/20/16,DEERFIELD BEACH,33 SOUTH FEDERAL HWY,FL,33441,,N,Massage Establishment,MM,7/20/16,"33 SOUTH FEDERAL HWY, DEERFIELD BEACH, FL 33441",Florida,Broward County,United States,"33 Federal Hwy, Deerfield Beach, FL 33441, USA",26.316994,Deerfield Beach,-80.091387,OK,,33441,4126,Federal Highway,33,,26.31699:-80.09139,26.31699:-80.09139#,massage,35915,1,0.96875
N,FOUR SEASONS MASSAGE LLC,26,DUVAL,brianscott1213@gmail.com,8/31/21,,31610,CLEAR,904,JACKSONVILLE,2118 NESTLING CT,,303-4700,FL,32224,,10/30/13,JACKSONVILLE,13799 BEACH BLVD,FL,32224,SUITE 8,N,Massage Establishment,MM,10/30/13,"13799 BEACH BLVD, JACKSONVILLE, FL 32224",Florida,Duval County,United States,"13799 Beach Blvd, Jacksonville, FL 32224, USA",30.288389,Jacksonville,-81.453805,OK,Golden Glades/The Woods,32224,,Beach Boulevard,13799,,30.28839:-81.45380,30.28839:-81.45380#,massage,31574,1,0.96969697
N,WALKING ON AIR LLC,23,MIAMI-DADE,walkingonairllc@gmail.com,8/31/19,,38149,CLEAR,818,MIAMI,7159 SW 8TH STREET,,818-9911,FL,33144,,6/7/18,MIAMI,7159 SW 8TH STREET,FL,33144,,N,Massage Establishment,MM,6/7/18,"7159 SW 8TH STREET, MIAMI, FL 33144",Florida,Miami-Dade County,United States,"7159 SW 8th St, Miami, FL 33144, USA",25.7631613,Miami,-80.3115022,OK,Flagami,33144,,Southwest 8th Street,7159,,25.76316:-80.31150,25.76316:-80.31150#,massage,39022,1,0.972972973
N,HOLLYWOOD FAMILY SPA MASSAGE AND SPA INC,16,BROWARD,youngmeicpa@gmail.com,8/31/15,,33342,Null & Void,,HOLLYWOOD,2814 HOLLYWOOD BLVD,,,FL,33020,,2/9/15,HOLLYWOOD,2814 HOLLYWOOD BLVD,FL,33020,,N,Massage Establishment,MM,4/4/16,"2814 HOLLYWOOD BLVD, HOLLYWOOD, FL 33020",Florida,Broward County,United States,"2814 Hollywood Blvd, Hollywood, FL 33020, USA",26.0107887,Hollywood,-80.1640567,OK,Highland Gardens,33020,4207,Hollywood Boulevard,2814,,26.01079:-80.16406,26.01079:-80.16406#,massage,33568,1,0.973684211
