Business Name,UBI#,Business Type,Principal Office Address,Registered Agent Name,Status
STILLPOINT THERAPEUTIC MASSAGE PLLC,603 081 708,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"906 SOUTH COWLEY STREET, SPOKANE, WA, 99202-1229, UNITED STATES",KATHERINE CROW,Active
"STILLWATER MASSAGE, LLC",603 569 744,WA LIMITED LIABILITY COMPANY,"5100 S DAWSON ST STE 200, SEATTLE, WA, 98118-2100, UNITED STATES",STILLWATER MASSAGE,Active
"STONEWORKS MASSAGE, LLC",603 093 251,WA LIMITED LIABILITY COMPANY,"3180 W CLEARWATER STE F, KENNEWICK, WA, 99336, UNITED STATES",MELANIE  CAIN,Administratively Dissolved
"STOWELL CHIROPRACTIC AND MASSAGE, P.S.",602 370 100,WA PROFESSIONAL SERVICE CORPORATION,,AARON STOWELL,Inactive
STRAITUPMASSAGE LLC,604 201 625,WA LIMITED LIABILITY COMPANY,"12228 155TH AVE SE, RENTON, WA, 98059-6311, UNITED STATES",PATRICIA STRAIT,Active
"STRATEGIC HEALTH CHIROPRACTIC AND MASSAGE, PLLC",602 515 144,WA LIMITED LIABILITY COMPANY,"1200 112TH AVE NE STE C180, BELLEVUE, WA, 98004, UNITED STATES",STEPHEN CHAN,Active
STRESS FREE MASSAGE EDUCATION LLC,603 018 332,WA LIMITED LIABILITY COMPANY,"108 CORRIN CT NW, ORTING, WA, 98360, UNITED STATES",YVONNE MEZIERE,Administratively Dissolved
STUDIO M MASSAGE LLC,603 472 174,WA LIMITED LIABILITY COMPANY,"2130 WESTLAKE AVE N, #106, SEATTLE, WA, 98109-2495, UNITED STATES",BONNIE SKEWES,Active
"SUBLIME THERAPEUTIC MASSAGE, INC.",604 118 750,WA PROFIT CORPORATION,"1020 E 34TH ST, TACOMA, WA, 98404-3105, UNITED STATES",DARCY WEBBER,Active
SUMMER RAIN MASSAGE LLC,604 297 871,WA LIMITED LIABILITY COMPANY,"15602 NE 78TH ST, VANCOUVER, WA, 98682-3510, UNITED STATES",SUMMER RAIN MASSAGE LLC,Delinquent
"SUMMER WINDS MASSAGE, LLC",602 867 601,WA LIMITED LIABILITY COMPANY,"12922 E 36TH AVE, SPOKANE VALLEY, WA, 99206, UNITED STATES",CORPORATION SERVICE COMPANY,Inactive
SUMMER'S TOUCH HEALING AND MASSAGE CENTER INC.,602 637 420,WA PROFIT CORPORATION,"10107 MAIN ST STE 10, BOTHELL, WA, 98011, UNITED STATES",ALLESE M ROBERTSON,Inactive
"SUMMERS CHIROPRACTIC AND MASSAGE, INC.",602 482 821,WA PROFIT CORPORATION,"2201 SW 356TH ST., FEDERAL WAY, WA, 98023, UNITED STATES",LEANNE SUMMERS,Administratively Dissolved
"SUN VALLEY MASSAGE & BODY WORKS, INC.",602 100 453,WA PROFIT CORPORATION,,TANYA FIONA ALLEN,Inactive
"SUNDANCE MASSAGE, LLC",603 127 481,WA LIMITED LIABILITY COMPANY,"16908 JUANITA DR NE, KENMORE, WA, 98028, UNITED STATES",TALITHA THOMPSON,Administratively Dissolved
"SUNDANCE MASSAGE, LLC",602 658 376,WA LIMITED LIABILITY COMPANY,"16908 JUANITA DR NE, KENMORE, WA, 98028, UNITED STATES",SEANANELSON,Inactive
SUNDANCE THERAPEUTIC MASSAGE LLC,602 413 924,WA LIMITED LIABILITY COMPANY,"5515 B MENZEL LK RD, GRANITE FALLS, WA, 98252, UNITED STATES",SHIRLEY SCHERRER,Inactive
SUNNY FOOT MASSAGE  LLC,604 090 938,WA LIMITED LIABILITY COMPANY,"4744 41ST AVE SW STE 106, SEATTLE, WA, 98116-4566, UNITED STATES",KZ ACCOUNTING LLC,Active
SUNNY MASSAGE SPA LLC,603 620 101,WA LIMITED LIABILITY COMPANY,"PO BOX 257, OLYMPIA, WA, 98507-0257, UNITED STATES",WENJUAN BEALS,Active
SUNNY SIDE TANNING AND MASSAGE LLC,602 457 326,WA LIMITED LIABILITY COMPANY,,,Inactive
SUNRISE MASSAGE SPA LLC,604 501 772,WA LIMITED LIABILITY COMPANY,"4069 RAINIER AVE S STE C, SEATTLE, WA, 98118-1162, UNITED STATES",JIAN GAO,Active
"SUNSHINE EAST MASSAGE , LLC",604 319 960,WA LIMITED LIABILITY COMPANY,"4827 W CLEARWATER AVE STE 101, KENNEWICK, WA, 99336-2120, UNITED STATES",AVANCE ADMIN. & TAX SERVICES,Delinquent
"SUNSHINE MASSAGE, LLC",604 329 097,WA LIMITED LIABILITY COMPANY,"1620 3RD ST, MARYSVILLE, WA, 98270-5004, UNITED STATES",WENCESLAO SOTO,Active
SUNSHINE SPA MASSAGE LLC,604 119 564,WA LIMITED LIABILITY COMPANY,"1316 NE 99TH ST, VANCOUVER, WA, 98665, UNITED STATES",LIHUA WEI,Administratively Dissolved
SUPER FOOT MASSAGE LLC,602 935 390,WA LIMITED LIABILITY COMPANY,"1207 S JACKSON ST STE NO 102C, SEATTLE, WA, 98144, UNITED STATES",ALICE Y SHEN,Inactive
"SUTTON CHIROPRACTIC AND MASSAGE, P.S.",601 919 947,WA PROFESSIONAL SERVICE CORPORATION,"1518 BISHOP RD SW, TUMWATER, WA, 98512-7354, UNITED STATES",MARK SUTTON,Active
SWAN MASSAGE SPA CORP,604 189 633,WA PROFIT CORPORATION,"3002 NE 127TH ST, SEATTLE, WA, 98125-4415, UNITED STATES",GRACE WANG,Active
SYMMETRIC MASSAGE PLLC,604 152 323,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"1808 181ST AVE NE, SNOHOMISH, WA, 98290, UNITED STATES",AARON KONDRACKI,Administratively Dissolved
SYMMETRY MASSAGE AND FITNESS LLC,602 838 131,WA LIMITED LIABILITY COMPANY,"3400 SE 196TH AVE STE 106, CAMAS, WA, 98607-8862, UNITED STATES",JENNY BALDWIN,Active
"SYNERGY PROFESSIONAL MASSAGE, LLC",602 746 705,WA LIMITED LIABILITY COMPANY,"2312 N 59TH ST, SEATTLE, WA, 98103, UNITED STATES",MELANY VORASS,Inactive
"T&P FOOT MASSAGE AND AROMATHERAPY, L.L.C.",604 058 933,WA LIMITED LIABILITY COMPANY,"11601 CANYON RD E STE 105, PUYALLUP, WA, 98373, UNITED STATES",XIULI LI,Active
"T-SHIRT MASSAGE, PLLC",603 176 142,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"7815 N OLD FORT DR, SPOKANE, WA, 99208, UNITED STATES",DEBORAH FIRKINS,Administratively Dissolved
TACOMA MASSAGE COMPANY LLC,604 094 698,WA LIMITED LIABILITY COMPANY,"2410 N UNION AVE, TACOMA, WA, 98406-5823, UNITED STATES",KAYLEY SANDLING,Active
TACOMA MASSAGE HEALTH LLC,603 540 137,WA LIMITED LIABILITY COMPANY,"1002 S PEARL ST, TACOMA, WA, 98465-2122, UNITED STATES",KATHERINE FAKIH,Active
TACOMA MEDICAL MASSAGE LLC,603 305 866,WA LIMITED LIABILITY COMPANY,"6314 19TH STR W S #7, FIRCREST, WA, 98466, UNITED STATES",SVITLANA KOLTES,Administratively Dissolved
TAI JI  MASSAGE CENTER  LLC,603 185 366,WA LIMITED LIABILITY COMPANY,"14040 NE 8TH ST, STE 103, BELLEVUE, WA, 98007-4122, UNITED STATES",QIONG GAO,Active
TAILORED MASSAGE LLP,601 988 131,WA LIMITED LIABILITY PARTNERSHIP,,,Inactive
TAILORED MOBILE MASSAGE THERAPY AND WELLNESS L.L.C.,604 279 734,WA LIMITED LIABILITY COMPANY,"1196 JUNO ST SE, E WENATCHEE, WA, 98802-5695, UNITED STATES",LEGALINC CORPORATE SERVICES INC.,Delinquent
TAMMY'S MASSAGE THERAPY INC,603 224 391,WA PROFIT CORPORATION,,TAMMY TUTTLE,Administratively Dissolved
"TANGENT MASSAGE, INC.",601 632 301,WA PROFIT CORPORATION,,JEFFREY D MIDDETON,Inactive
TARA NURTURING MASSAGE THERAPY LLC,604 035 528,WA LIMITED LIABILITY COMPANY,"1004 12TH ST SUITE 106, ANACORTES, WA, 98221, UNITED STATES",TARA SWENSON,Active
"TARA'S MASSAGE THERAPY, L.L.C.",602 357 008,WA LIMITED LIABILITY COMPANY,"1103 MILLER AVE NE, OLYMPIA, WA, 98506, UNITED STATES",TARA DAVIS,Inactive
TAYLOR'D MASSAGE PC,603 383 334,WA PROFESSIONAL SERVICE CORPORATION,"9212 EVERGREEN WAY, EVERETT, EVERETT, WA, 98204-7125, UNITED STATES",ROANN TAYLOR,Active
TEALL MASSAGE PLLC,604 318 754,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"6232 139TH AVE SE, SNOHOMISH, WA, 98290-9309, UNITED STATES",REBECCA HRDLICKA,Active
"TEMPLE MASSAGE THERAPY, LLC",604 466 940,WA LIMITED LIABILITY COMPANY,"1817 E SPRINGFIELD AVE STE E, SPOKANE, WA, 99202-2913, UNITED STATES",ELIZABETH GULICK,Active
TERRE VITAL MASSAGE AND SPA PLLC,603 054 564,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"1112 DAFFODIL AVE NE, ORTING, WA, 98360, UNITED STATES",JESSICA JOHNSON VAN HOY,Administratively Dissolved
THAI'S ORCHID MASSAGE LLC,603 410 144,WA LIMITED LIABILITY COMPANY,"1500 S 18TH ST APT B201, RENTON, WA, 98055-3590, UNITED STATES",CHULITA HAVILL,Delinquent
"THAIN THERAPEUTIC MASSAGE, INC.",601 407 399,WA PROFIT CORPORATION,,MICHAEL THAIN,Inactive
"THALASSA MASSAGE & SPA, LLC",603 550 965,WA LIMITED LIABILITY COMPANY,"1126 S 23RD ST, TACOMA, WA, 98405, UNITED STATES",DARREN RAPP,Administratively Dissolved
THE CHRYSALIS MASSAGE AND DAY SPA LLC,602 706 508,WA LIMITED LIABILITY COMPANY,"318 HENDERSON AVE, TONASKET, WA, 98855, UNITED STATES",CINDY R STEWART,Inactive
THE GARAGE MASSAGE CARNATION PLLC,604 047 284,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"3946 TOLT AVE, CARNATION, WA, 98014, UNITED STATES",CODY COLE,Administratively Dissolved
THE GARAGE MASSAGE THERAPY PLLC,603 445 499,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"710 5TH AVE NW, SUITE 300, ISSAQUAH, WA, 98027-2845, UNITED STATES",CODY G COLE,Active
"THE GOOD LIFE MASSAGE, PLLC",603 415 105,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"200 S TOBIN ST # A, RENTON, WA, 98057, UNITED STATES",KYLEE DAVIS,Delinquent
THE HOT STONE MASSAGE LLC,603 468 277,WA LIMITED LIABILITY COMPANY,"3995 BETHEL RD SE STE 7, PORT ORCHARD, WA, 98366-1976, UNITED STATES",XIN SHENG,Administratively Dissolved
THE LITTLE MASSAGE LLC,604 184 677,WA LIMITED LIABILITY COMPANY,"12304 LAKE CITY WAY NE, SEATTLE, WA, 98125-5402, UNITED STATES",GRACE WANG,Active
"THE MASSAGE & LASH IMAGE, LLC",603 130 384,WA LIMITED LIABILITY COMPANY,"118 KEENE RD, RICHLAND, WA, 99352-8683, UNITED STATES",LESLIE MILLER,Active
THE MASSAGE AND BODYWORK CO. LLC,603 447 529,WA LIMITED LIABILITY COMPANY,"21703 103RD AVENUE CT E, SUITE A-104, GRAHAM, WA, 98338-8128, UNITED STATES",MEGAN HOGLE,Active
"THE MASSAGE CLINIC, INC",602 356 232,WA PROFIT CORPORATION,"4605 233RD ST SW, MOUNTLAKE TERRACE, WA, 98043, UNITED STATES",JAMES DALE NEWMAN,Inactive
THE MASSAGE PAD INC.,604 070 820,WA PROFIT CORPORATION,"1 LAKE BELLEVUE DR 112, BELLEVUE, WA, 98005, UNITED STATES",THERESA ZAUGG,Administratively Dissolved
THE MASSAGE PAD ON LAKE BELLEVUE PLLC,604 322 518,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"1 LAKE BELLEVUE DR STE 112, BELLEVUE, WA, 98005-2417, UNITED STATES",THERESA SHELLEE ZAUGG,Active
"THE MASSAGE ROOM, LLC",603 386 223,WA LIMITED LIABILITY COMPANY,"1126B NE PARK DR, ISSAQUAH, WA, 98029, UNITED STATES",RENEGROVE,Administratively Dissolved
THE MASSAGE SANCTUARY LLC,603 337 295,,,,
THE MASSAGE SANCTUARY PLLC,603 337 295,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"705 BROADWAY AVE E, SEATTLE, WA, 98102, UNITED STATES",MELISSA CONKLIN,Active
"THE MASSAGE SHOP, INC.",601 595 526,WA PROFIT CORPORATION,,NIXIE G CLARK,Inactive
THE MASSAGE STUDIO LLC,604 122 632,WA LIMITED LIABILITY COMPANY,"613 S. WASHINGTON ST #203, SPOKANE, WA, 99204, UNITED STATES",DANIELLE ALAGIC,Active
THE MASSAGE ZONE PLLC,602 347 385,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"4546 31ST AVE NE, OLYMPIA, WA, 98516, UNITED STATES",,Administratively Dissolved
"THE NORTHWEST MASSAGE CENTER, PLLC",602 296 868,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"32015 1ST AVE S, FEDERAL WAY, WA, 98003, UNITED STATES",CHERYL GRUNENFELDER-GARCIA,Administratively Dissolved
"THE PERFECT MASSAGE, LLC",604 396 754,WA LIMITED LIABILITY COMPANY,"2436 I ST NE APT C, AUBURN, WA, 98002-2480, UNITED STATES","NORTHWEST REGISTERED AGENT, LLC",Active
"THE SANCTUM MASSAGE AND WELLNESS SPA, PLLC",604 229 800,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"3119 294TH AVE NE, CARNATION, WA, 98014-8241, UNITED STATES","UNITED STATES  CORPORATION AGENTS, INC",Voluntarily Dissolved
THE SPECTRUM CENTER SCHOOL OF MASSAGE LLC,602 707 314,WA LIMITED LIABILITY COMPANY,"12506 18TH ST NE, LAKE STEVENS, WA, 98258-8145, UNITED STATES",JULIE PENNINGTON,Active
"THE STUDIO MASSAGE, LLC",604 125 231,WA LIMITED LIABILITY COMPANY,"4300 TALBOT RD S #304, RENTON, WA, 98055, UNITED STATES",CIANA HILTON-FARMER,Active
THE TIMBER BRAT MASSAGE LLC,604 136 031,WA LIMITED LIABILITY COMPANY,"208 E 4TH AVE, OMAK, WA, 98841, UNITED STATES",JOAN HARRIS,Active
THERAPEUTIC ANIMAL MASSAGE LLC,602 756 676,WA LIMITED LIABILITY COMPANY,"24475 JEFFERSON PL NE, KINGSTON, WA, 98346, UNITED STATES",KENDARA A VANNORMAN,Administratively Dissolved
THERAPEUTIC BODY MASSAGE LLC,603 362 397,WA LIMITED LIABILITY COMPANY,"10564 5TH AVE NE STE 402, SEATTLE, WA, 98125, UNITED STATES",GEORGE COLEMAN,Administratively Dissolved
"THERAPEUTIC CONNECTIONS SCHOOL OF MASSAGE, LLC",603 027 915,WA LIMITED LIABILITY COMPANY,"505 E 24TH AVE, SPOKANE, WA, 99203, UNITED STATES",REBECCA DRAGSETH,Active
THERAPEUTIC LIVING CONCEPT MASSAGE THERAPY FOR PEOPLE WITH  AIDS,601 645 185,WA NONPROFIT CORPORATION,,SHELLY HOLLAND,Inactive
"THERAPEUTIC MASSAGE & SPA, LLC",604 144 822,WA LIMITED LIABILITY COMPANY,"15104 52ND AVE SE, EVERETT, WA, 98208-8936, UNITED STATES",CASSIDY DOOHAN,Active
"THERAPEUTIC MASSAGE CENTER, INC.",602 052 914,WA PROFIT CORPORATION,"3800 BYRON AVE #10-B, BELLINGHAM, WA, 98226, UNITED STATES",PAUL D PERRY,Inactive
THERAPEUTIC MASSAGE CLINIC PLLC,602 879 355,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"2448 76TH AVE SE, STE 212, MERCER ISLAND, WA, 98040-2744, UNITED STATES",RIMMATIKHONOV,Active
THERAPEUTIC MASSAGE LLC,604 302 436,WA LIMITED LIABILITY COMPANY,"116 CENTRAL ST NE, OLYMPIA, WA, 98506-4447, UNITED STATES",MANUELA EGOLF,Active
THERAPEUTIC MASSAGE NW LLC,603 454 402,WA LIMITED LIABILITY COMPANY,"11416 SLATER AVE NE #100, KIRKLAND, WA, 98033, UNITED STATES",CAREY DEVAULT,Active
THERAPEUTIC MASSAGE SERVICES LLC,604 194 789,WA LIMITED LIABILITY COMPANY,"3018 DONOVAN LOOP SE, APARTMENT D, OLYMPIA, WA, 98501-4884, UNITED STATES",RACHEL HUDSON,Active
"THERAPEUTIC MASSAGE, INC.",601 355 864,WA PROFIT CORPORATION,,ROSE E JACOBUS,Inactive
THERAPEUTIC MEDICAL MASSAGE INC,602 441 260,WA PROFIT CORPORATION,"220 BETHEL RD, PORT ORCHARD, WA, 98366, UNITED STATES",PHYLLIS M PALMER,Inactive
"THERAPEUTIC MOON MASSAGE, LLC",603 094 743,WA LIMITED LIABILITY COMPANY,"2310 N MOLTER RD, STE 108, LIBERTY LAKE, WA, 99019, UNITED STATES",STEPHEN  LUNA,Administratively Dissolved
"THERAPEUTIC RELAXATION MASSAGE, PLLC",604 270 083,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"724 SW 3RD AVE, BATTLE GROUND, WA, 98604-8416, UNITED STATES","UNITED STATES  CORPORATION AGENTS, INC",Voluntarily Dissolved
"THERAPEUTICA MASSAGE, INC.",601 830 561,WA PROFIT CORPORATION,,LISA FANNING,Inactive
"THOMAS MASSAGE STUDIO, INC.",602 336 568,WA PROFIT CORPORATION,,TORRI L THOMAS,Inactive
THREE RIVERS THERAPEUTIC MASSAGE LLC,603 077 039,WA LIMITED LIABILITY COMPANY,,ESTHER CURTIS,Administratively Dissolved
THREE TREES MASSAGE & WELLNESS CENTER INC,603 066 940,WA PROFIT CORPORATION,"643 SW 152ND ST #A, BURIEN, WA, 98166, UNITED STATES",SHARI COURTIER,Administratively Dissolved
THRIVE FOOT AND MASSAGE THERAPY  LLC,603 418 805,WA LIMITED LIABILITY COMPANY,"1511 BROADWAY, VANCOUVER, WA, 98663, UNITED STATES",KIMBERLEE KINLOCK,Delinquent
"THRIVE MASSAGE, LLC",603 113 025,WA LIMITED LIABILITY COMPANY,"4133 24TH PLACE SOUTH, SEATTLE, WA, 98108, UNITED STATES",ERIN HARDY,Administratively Dissolved
THRIVING HORSE EQUINE MASSAGE LLC,604 187 467,WA LIMITED LIABILITY COMPANY,"650 WICKS LANE E, EATONVILLE, WA, 98328, UNITED STATES",RUTH ANN VAN STEEN,Active
THYME 4 MASSAGE LLC,603 395 854,WA LIMITED LIABILITY COMPANY,"15 S OREGON AVE STE 204, TACOMA, WA, 98409, UNITED STATES",PAULA SNOW,Administratively Dissolved
TIFFANY'S LICENSED MASSAGE & BODYWORK PLLC,603 163 065,WA PROFESSIONAL LIMITED LIABILITY COMPANY,,UNITED STATES CORPORATION AGENTS INC,Administratively Dissolved
TIMBER MASSAGE THERAPY LLC,603 621 315,WA LIMITED LIABILITY COMPANY,"3205 NE 179TH ST, RIDGEFIELD, WA, 98642, UNITED STATES",ROBIN CURRY,Administratively Dissolved
"TINY NINJA MASSAGE, LLC",604 143 037,WA LIMITED LIABILITY COMPANY,"401 NE 71ST ST, APT #208, SEATTLE, WA, 98115, UNITED STATES",TRACY NAGAI,Active
TLC MASSAGE GROUP LLC,603 088 782,WA LIMITED LIABILITY COMPANY,,TRO OTA,Administratively Dissolved
"TO OASIS MASSAGE CARE, LLC",604 371 259,WA LIMITED LIABILITY COMPANY,"2201 S 19TH ST STE 206, TACOMA, WA, 98405-2961, UNITED STATES",KEVEYONNA DAVIS,Active
"TOLY THERAPEUTIC MASSAGE, PLLC",603 372 099,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"8326 NE 187TH WAY, KENMORE, WA, 98028, UNITED STATES",SEAN VINCENT TOLY,Administratively Dissolved
TOMS MOBILE MASSAGE INC.,602 380 740,WA PROFIT CORPORATION,"PO BOX 1931, AUBURN, WA, 98092, UNITED STATES",THOMAS H BURTON JR,Inactive
TOP MASSAGE LLC,604 448 421,WA LIMITED LIABILITY COMPANY,"5254A UNIVERSITY WAY NE, SEATTLE, WA, 98105-3519, UNITED STATES",GRACE WANG,Active
"TOPPENISH THERAPEUTIC MASSAGE, INC.",604 031 957,WA PROFIT CORPORATION,"513 1ST AVE, SUITE 106B, ZILLAH, WA, 98953, UNITED STATES",DOLORES MARTINEZ,Active
TOTAL BALANCE THERAPEUTIC MASSAGE LLC,604 228 727,WA LIMITED LIABILITY COMPANY,"11229 WADDELL CREEK RD SW, OLYMPIA, WA, 98512-8573, UNITED STATES",JENNIFER FOSTER HINMAN,Active
TOTAL MOTION MASSAGE THERAPY LLC,604 206 603,WA LIMITED LIABILITY COMPANY,"1003 53RD ST, WASHOUGAL, WA, 98671-5221, UNITED STATES",JESSICA BIRON,Active
TOTAL TREATMENT MASSAGE LLC,604 240 994,WA LIMITED LIABILITY COMPANY,"18113 70TH AVENUE CT E, PUYALLUP, WA, 98375-1834, UNITED STATES",LOGISTISERV LLC,Active
"TOTAL WELLNESS MASSAGE, LLC",602 980 898,WA LIMITED LIABILITY COMPANY,"12821 SE 301ST ST, AUBURN, WA, 98092, UNITED STATES",INNA MULYARCHUK,Administratively Dissolved
TOTAL WELLNESS THERAPEUTIC MASSAGE LLC,602 680 392,WA LIMITED LIABILITY COMPANY,"4347 ROOSEVLET WAY NE, SEATTLE, WA, 98105, UNITED STATES",DARYLL TAYLOR,Inactive
"TOUCH FACTOR MASSAGE, INC.",603 305 742,WA PROFIT CORPORATION,"10733 221ST LN NE, REDMOND, WA, 98053-2002, UNITED STATES",REBECCA LAVIN,Active
TOUCH OF COMFORT MASSAGE LLC,602 412 393,WA LIMITED LIABILITY COMPANY,"5427 VILLAGE PARK DR SE #2934, BELLEVUE, WA, 98006, UNITED STATES",JUDITH WALLACE,Inactive
"TOUCH OF GRACE MASSAGE AND WELL SPA, LLC",602 843 708,WA LIMITED LIABILITY COMPANY,"2000 SO 314TH ST, FEDERAL WAY, WA, 98003, UNITED STATES",KIMBERLY PETERS,Administratively Dissolved
TOUCH THE SOUL MASSAGE THERAPY INC.,603 133 406,WA PROFIT CORPORATION,"716 S PROCTOR ST, TACOMA, WA, 98405-2148, UNITED STATES",TOUCH THE SOUL MASSAGE THERAPY INC.,Active
TRADITIONAL CHINESE FOOT&BODY MASSAGE LLC,603 262 980,WA LIMITED LIABILITY COMPANY,"8536 GREENWOOD AVE N, SEATTLE, WA, 98103, UNITED STATES",XIAOXU LIU,Administratively Dissolved
TRANQUIL MOMENTS MASSAGE LLC,603 236 398,WA LIMITED LIABILITY COMPANY,"12019 166TH ST E, PUYALLUP, WA, 98374, UNITED STATES",MEGAN HOGLE,Administratively Dissolved
TRANQUIL TOUCH INTEGRATIVE MASSAGE PLLC,604 312 196,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"18222 NE 207TH AVE, BRUSH PRAIRIE, WA, 98606, UNITED STATES",JACK LEAPOLDT,Delinquent
"TRANQUIL WATERS MASSAGE THERAPY CLINIC, LLC",603 238 275,WA LIMITED LIABILITY COMPANY,"300 TORBETT ST, RICHLAND, WA, 99354-2604, UNITED STATES",MARTHA W BINDER-PENGELLY,Active
TRANQUILITY MASSAGE LLC,604 337 470,WA LIMITED LIABILITY COMPANY,"15524 SE MILL PLAIN BLVD, SUIT 109, VANCOUVER, WA, 98684-8927, UNITED STATES",CRYSTAL PUEROT,Active
"TRANQUILITY THERAPEUTIC MASSAGE, LLC",602 669 750,WA LIMITED LIABILITY COMPANY,"316 S THIRD STREET, RENTON, WA, 98055, UNITED STATES",JALENE  JOHNSON,Administratively Dissolved
TRANSPORTATION MASSAGE PLLC,603 365 121,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"927 NW CAMANO DR, CAMANO ISLAND, WA, 98282, UNITED STATES",WESTON HUNT WRIGHT,Administratively Dissolved
TRANZEND MASSAGE THERAPHY LLC,604 412 907,,,,
TRANZEND MASSAGE THERAPY LLC,604 412 907,,,,
TRANZEND SEATTLE PLLC,604 412 907,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"2003 WESTERN AVE STE 510, SEATTLE, WA, 98121-2106, UNITED STATES",JANICE BUMGARNER,Active
TREAT YOUR FEET MASSAGE LLC,603 316 013,WA LIMITED LIABILITY COMPANY,"8904 S TACOMA WAY STE1, LAKEWOOD, WA, 98499, UNITED STATES",YMC TAX & ACCOUNTING CORP.,Voluntarily Dissolved
"TREE OF LIFE BODYWORK AND MAYAN ABDOMINAL MASSAGE, LLC",603 504 548,WA LIMITED LIABILITY COMPANY,"5370 WILSON AVE S, SEATTLE, WA, 98118-2566, UNITED STATES",CHRISTINE COE,Administratively Dissolved
TRINITY MASSAGE & WELLNESS LLC,602 964 332,WA LIMITED LIABILITY COMPANY,"3418 HARVARD DR SE, LACEY, WA, 98503, UNITED STATES",DEANNA BILLINGS,Administratively Dissolved
"TRINITY MASSAGE CLINIC, PLLC",604 132 043,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"303 N OLYMPIC AVE, ARLINGTON, WA, 98223-1338, UNITED STATES",KARYL TAYLOR,Active
TRIPLE RRR THERAPEUTIC MASSAGE LLC,603 371 224,WA LIMITED LIABILITY COMPANY,"PO BOX 1101, BUCKLEY, WA, 98321, UNITED STATES",SUSAN RICHARDS,Administratively Dissolved
TRIPLE RRR THERAPEUTIC MASSAGE LLC,604 043 897,WA LIMITED LIABILITY COMPANY,"720 SHEETS RD, BUCKLEY, WA, 98321-9545, UNITED STATES",SUSAN RICHARDS,Active
TROPICAL CHINESE MASSAGE SPA LLC,603 292 060,WA LIMITED LIABILITY COMPANY,"4111 A ST #104, AUBURN, WA, 98002, UNITED STATES",MERCHANT SERVICES WA INC,Administratively Dissolved
"TRU TOUCH MOBILE MASSAGE, LLC",604 009 668,WA LIMITED LIABILITY COMPANY,"21910 99TH AVE SE, SNOHOMISH, WA, 98296, UNITED STATES",SUSAN COLE,Administratively Dissolved
TUMWATER REFLEXOLOGY AND HEALING MASSAGE LLC,604 478 833,WA LIMITED LIABILITY COMPANY,"4800 CAPITOL BLVD SE, TUMWATER, WA, 98501-4464, UNITED STATES",TUMWATER REFLEXOLOGY AND HEALING MASSAGE,Active
TUNE IN BODYWORK & MASSAGE LLC,604 069 646,WA LIMITED LIABILITY COMPANY,"132 162ND ST S, SPANAWAY, WA, 98387-8210, UNITED STATES",SAUSHA PEARSON,Active
TURTLE ISLAND TANNING & MASSAGE LLC,602 646 802,WA LIMITED LIABILITY COMPANY,"1386 N LUND ST #5, PORT ORCHARD, WA, 98366, UNITED STATES",JEANNE MARIE DUSENBERY,Administratively Dissolved
"TWO LILY MASSAGE, LLC",603 022 941,WA LIMITED LIABILITY COMPANY,"7201 PIONEER WAY STE B 200, GIG HARBOR, WA, 98335, UNITED STATES",CATHERINE  BRYANT,Administratively Dissolved
TWO PALMS MASSAGE & SKINCARE LLC,604 191 698,WA LIMITED LIABILITY COMPANY,"6302 93RD ST SW, LAKEWOOD, WA, 98499-2408, UNITED STATES",ILENE KRENELKA,Active
ULTIMATE K9 FITNESS & MASSAGE LLC,604 123 350,WA LIMITED LIABILITY COMPANY,"173 RED HAWK LN, SEQUIM, WA, 98382-9785, UNITED STATES",DIXIE SICK,Active
"ULTIMATE WATER MASSAGE, INC",602 104 331,WA PROFIT CORPORATION,,JON ROBBEN,Inactive
UNITED MASSAGE INC,603 106 207,WA PROFIT CORPORATION,"2930 RICHARDS RD, SUITE 102, BELLEVUE, WA, 98005, UNITED STATES",IARA RALEY,Administratively Dissolved
UNIVERSAL THERAPEUTIC MASSAGE LLC,604 420 308,WA LIMITED LIABILITY COMPANY,"606 120TH AVE NE STE D204, BELLEVUE, WA, 98005-3036, UNITED STATES",VERONICA CARDENAS,Active
